                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.1077,                 1.0551,                 1.0562,                0.08439,                0.00641,                0.04388,                0.00442,                 2.9259,                 20.359,                 2.7451,               0.024999,              0.0079987,              0.0079987
                     13,                 1.1283,                 1.0301,                  1.068,                0.16372,                0.27484,                0.20861,                0.07963,                 2.1323,                 4.0099,                  2.158,               0.018644,              0.0086436,              0.0086436
                     14,                 1.1813,                 1.0491,                 1.1001,                0.50576,                0.28124,                0.20008,                0.09063,                 1.8405,                 3.6702,                 1.7613,               0.012284,              0.0092839,              0.0092839
                     15,                  1.109,                 1.0086,                 1.0403,                 0.3533,                0.07786,                0.14046,                0.08879,                 1.6642,                 8.5977,                 1.6359,               0.009538,               0.009538,               0.009538
                     16,                 1.0481,                0.91034,                 1.0301,                0.44561,                0.67102,                0.53407,                0.33676,                 1.3227,                 3.3289,                 1.4218,               0.009538,               0.009538,               0.009538
                     17,                 1.0285,                0.84961,                   1.01,                0.47289,                0.84263,                0.65295,                0.45479,                 1.1888,                 5.2572,                 1.2667,               0.009505,               0.009505,               0.009505
                     18,                 1.0804,                0.89965,                 1.0173,                0.68506,                0.60371,                0.76007,                0.53866,                 1.0633,                 2.3687,                 1.1706,               0.009472,               0.009472,               0.009472
                     19,                  1.057,                0.85437,                 1.0151,                0.12343,                0.36939,                0.23218,                0.15086,                 1.1531,                 4.6326,                 1.2421,               0.009439,               0.009439,               0.009439
                     20,                 1.0109,                0.78272,                 1.0124,                0.57908,                0.33014,                0.29295,                0.18991,                 1.5964,                 2.7914,                 1.5463,               0.009406,               0.009406,               0.009406
                     21,                 1.0525,                0.83388,                 1.0294,                0.48283,                 0.4119,                0.22938,                 0.1323,                 1.6641,                 4.1487,                  1.523,               0.009373,               0.009373,               0.009373
                     22,                 1.0126,                0.79137,                 1.0241,                0.83606,                0.66117,                0.78254,                0.51407,                 1.1592,                 1.1834,                 1.2067,                0.00934,                0.00934,                0.00934
                     23,                0.99629,                0.77536,                0.99631,                0.66204,                0.70254,                0.79095,                0.54369,                 1.1065,                 1.3105,                 1.1353,               0.009307,               0.009307,               0.009307
                     24,                 1.0211,                0.74067,                0.99783,                0.75244,                0.83005,                0.84829,                0.62219,                 1.0128,                 1.0334,                 1.0742,               0.009274,               0.009274,               0.009274
                     25,                0.97045,                0.73321,                0.99194,                0.49268,                 0.4638,                0.44378,                0.31036,                 1.0788,                 2.4374,                 1.1015,               0.009241,               0.009241,               0.009241
                     26,                 1.0976,                0.73317,                 1.0268,                0.42613,                0.38068,                0.36708,                0.24052,                 1.4796,                   3.63,                 1.3296,               0.009208,               0.009208,               0.009208
                     27,                 1.0105,                0.74947,                 1.0126,                0.69535,                0.36562,                0.43255,                0.28273,                 1.3227,                 2.1895,                 1.2672,               0.009175,               0.009175,               0.009175
                     28,                 1.0142,                0.70558,                  1.023,                0.65798,                0.65104,                0.71116,                 0.5269,                0.99618,                 1.0829,                 1.0631,               0.009142,               0.009142,               0.009142
                     29,                  1.023,                0.66188,                 1.0134,                 0.8256,                0.83583,                0.90856,                0.65654,                  1.024,                0.78669,                 1.1047,               0.009109,               0.009109,               0.009109
                     30,                 1.0112,                0.68809,                 1.0087,                0.92517,                0.86932,                0.97074,                0.73462,                0.94571,                 0.7084,                 1.0431,               0.009076,               0.009076,               0.009076
                     31,                0.96121,                0.69351,                0.98936,                0.88385,                0.91284,                0.94231,                 0.7184,                0.88644,                0.78287,                 1.0212,               0.009043,               0.009043,               0.009043
                     32,                 0.9548,                0.68382,                0.97264,                0.91236,                0.92953,                0.95927,                0.71673,                0.92347,                0.71059,                 1.0406,                0.00901,                0.00901,                0.00901
                     33,                0.91218,                0.64825,                0.96419,                0.81688,                  0.898,                0.90343,                0.67381,                0.98197,                0.75604,                  1.053,               0.008977,               0.008977,               0.008977
                     34,                0.91053,                0.62054,                0.97831,                0.82189,                0.92946,                0.95861,                0.69839,                 1.0328,                0.65845,                 1.0611,               0.008944,               0.008944,               0.008944
                     35,                0.98291,                0.65415,                0.98987,                0.93268,                0.96301,                0.97838,                0.72147,                0.97014,                 0.6247,                 1.0464,               0.008911,               0.008911,               0.008911
                     36,                0.95711,                0.65026,                0.99562,                0.94749,                 0.9796,                0.97881,                0.76732,                0.85126,                0.54046,                 1.0018,               0.008878,               0.008878,               0.008878
                     37,                0.95116,                0.62293,                0.97428,                0.93359,                 0.9712,                0.97634,                0.70115,                0.99329,                0.66232,                  1.078,               0.008845,               0.008845,               0.008845
                     38,                 0.9192,                0.61998,                0.98784,                0.84475,                0.81357,                0.93529,                0.69154,                0.99881,                0.93584,                 1.0712,               0.008812,               0.008812,               0.008812
                     39,                0.91472,                 0.6021,                0.97813,                0.91492,                0.93775,                0.96505,                0.67024,                 1.1177,                0.79077,                 1.1551,               0.008779,               0.008779,               0.008779
                     40,                0.94077,                 0.5964,                0.98691,                0.71372,                0.81622,                0.81641,                0.60461,                0.93138,                0.90339,                 1.0416,               0.008746,               0.008746,               0.008746
                     41,                0.94543,                0.62165,                0.99021,                0.82731,                0.88095,                0.92319,                0.70048,                0.88982,                0.70587,                 1.0231,               0.008713,               0.008713,               0.008713
                     42,                0.92731,                0.60674,                0.98066,                0.94145,                0.97676,                 0.9762,                0.74694,                0.90935,                0.55658,                 1.0282,                0.00868,                0.00868,                0.00868
                     43,                0.91541,                0.59076,                0.98007,                0.95877,                0.98525,                0.98065,                0.76495,                0.89043,                   0.55,                  1.013,               0.008647,               0.008647,               0.008647
                     44,                  0.954,                0.60805,                0.99271,                 0.9326,                0.98762,                0.97813,                0.78226,                0.83855,                0.51408,                0.98607,               0.008614,               0.008614,               0.008614
                     45,                0.92679,                0.59036,                0.97601,                0.94894,                0.98004,                0.97766,                 0.7716,                0.83771,                0.49987,                0.98942,               0.008581,               0.008581,               0.008581
                     46,                0.95218,                0.60242,                  0.992,                0.93595,                0.91181,                0.95793,                 0.7486,                0.91322,                0.61428,                 1.0027,               0.008548,               0.008548,               0.008548
                     47,                0.92016,                0.59675,                0.98471,                0.96319,                0.93826,                 0.9747,                0.76343,                0.89145,                0.53206,                 1.0031,               0.008515,               0.008515,               0.008515
                     48,                0.93335,                0.59209,                0.99828,                0.95994,                0.98363,                0.97974,                0.75105,                0.87789,                 0.5035,                 1.0054,               0.008482,               0.008482,               0.008482
                     49,                0.91868,                0.59655,                 1.0018,                  0.933,                0.95945,                0.97381,                0.73347,                0.92164,                 0.5614,                 1.0235,               0.008449,               0.008449,               0.008449
                     50,                 0.9097,                0.59294,                0.98266,                0.96046,                0.98732,                 0.9825,                0.77127,                0.87286,                0.51207,                 1.0164,               0.008416,               0.008416,               0.008416
                     51,                0.88359,                0.58873,                0.97574,                0.97124,                0.97866,                0.98506,                0.77135,                0.86743,                0.52713,                 1.0056,               0.008383,               0.008383,               0.008383
                     52,                0.87472,                0.59978,                 0.9526,                0.95249,                0.96598,                0.98174,                0.76026,                0.91944,                0.57803,                 1.0111,                0.00835,                0.00835,                0.00835
                     53,                0.91311,                0.60885,                0.99577,                0.92759,                0.98558,                0.98602,                0.77811,                0.87609,                0.52945,                0.99704,               0.008317,               0.008317,               0.008317
                     54,                0.90352,                0.59097,                0.97841,                0.96627,                0.97575,                0.97196,                0.76172,                0.84935,                0.53209,                0.99301,               0.008284,               0.008284,               0.008284
                     55,                0.93179,                0.59971,                 1.0103,                0.95081,                 0.9795,                0.97383,                0.74072,                0.88742,                0.52588,                 1.0047,               0.008251,               0.008251,               0.008251
                     56,                0.88473,                0.56393,                0.97514,                0.95508,                0.96868,                 0.9741,                0.77967,                0.84428,                0.50303,                0.98687,               0.008218,               0.008218,               0.008218
                     57,                0.87138,                0.56306,                0.97252,                0.93253,                0.94563,                0.97183,                0.77482,                0.84364,                 0.5685,                0.98196,               0.008185,               0.008185,               0.008185
                     58,                0.88826,                0.57265,                0.98253,                0.95159,                0.98788,                0.97812,                0.78656,                0.80037,                0.48751,                0.96682,               0.008152,               0.008152,               0.008152
                     59,                0.85072,                0.54142,                0.96882,                0.95348,                 0.9861,                0.98334,                0.78667,                0.82468,                0.48721,                0.98604,               0.008119,               0.008119,               0.008119
                     60,                0.86723,                0.55178,                0.95405,                0.95391,                0.98883,                0.98321,                0.77233,                0.82221,                0.48838,                0.99549,               0.008086,               0.008086,               0.008086
                     61,                0.89951,                0.57093,                0.99146,                0.95603,                 0.9923,                 0.9853,                0.75935,                0.91386,                0.48804,                 1.0352,               0.008053,               0.008053,               0.008053
                     62,                0.89466,                0.56387,                0.98126,                0.94823,                0.97343,                0.98417,                0.76361,                0.87739,                0.51278,                 1.0078,                0.00802,                0.00802,                0.00802
                     63,                 0.8629,                0.54203,                0.96707,                0.96692,                0.98867,                0.98258,                0.77379,                0.84481,                0.46423,                0.98401,               0.007987,               0.007987,               0.007987
                     64,                0.89962,                0.54728,                0.96748,                0.96605,                0.98796,                0.98121,                0.77153,                0.83827,                0.45523,                0.99614,               0.007954,               0.007954,               0.007954
                     65,                 0.8966,                0.54539,                 0.9862,                0.96702,                0.99405,                0.98088,                0.79981,                 0.7904,                0.43796,                0.97283,               0.007921,               0.007921,               0.007921
                     66,                0.89031,                0.52983,                0.97405,                  0.961,                0.97394,                0.98136,                0.76543,                0.86543,                0.50801,                  1.016,               0.007888,               0.007888,               0.007888
                     67,                0.87479,                0.53847,                0.98869,                0.95817,                0.97164,                0.98121,                0.75451,                0.88851,                0.50489,                 1.0306,               0.007855,               0.007855,               0.007855
                     68,                0.85511,                0.51803,                0.95081,                0.95691,                0.98847,                0.98302,                0.77623,                0.85065,                 0.4855,                 1.0018,               0.007822,               0.007822,               0.007822
                     69,                0.88336,                 0.5371,                0.97764,                0.96674,                0.99334,                0.98143,                0.78886,                0.81166,                0.47503,                0.98649,               0.007789,               0.007789,               0.007789
                     70,                 0.8818,                0.52533,                0.95207,                0.95641,                0.99405,                0.98172,                0.78252,                0.82357,                0.47474,                0.98452,               0.007756,               0.007756,               0.007756
                     71,                0.87251,                0.55849,                0.97201,                0.97095,                0.99405,                0.98163,                0.77899,                0.80861,                0.44241,                 0.9821,               0.007723,               0.007723,               0.007723
                     72,                 0.8511,                0.53585,                0.95985,                0.96355,                0.99405,                0.98049,                0.78406,                0.82495,                0.46896,                0.98425,                0.00769,                0.00769,                0.00769
                     73,                0.86173,                 0.5321,                0.96904,                0.96398,                 0.9774,                0.98246,                0.77247,                0.85402,                0.46444,                0.99166,               0.007657,               0.007657,               0.007657
                     74,                0.87453,                0.53999,                0.97787,                0.96624,                0.98844,                0.98509,                0.78926,                  0.832,                0.45448,                0.97828,               0.007624,               0.007624,               0.007624
                     75,                0.87741,                0.51721,                0.96016,                0.97153,                0.98799,                0.98442,                0.78975,                0.81662,                0.45698,                0.97734,               0.007591,               0.007591,               0.007591
                     76,                0.86923,                0.52914,                 0.9765,                 0.9672,                0.99405,                0.98319,                0.79442,                0.80476,                0.41662,                0.97193,               0.007558,               0.007558,               0.007558
                     77,                0.85764,                0.51526,                0.96158,                0.96741,                0.99405,                 0.9846,                0.79181,                0.82084,                0.44152,                0.97864,               0.007525,               0.007525,               0.007525
                     78,                0.89366,                 0.5374,                0.97913,                0.88955,                0.93792,                0.97824,                0.71459,                 1.0329,                0.58317,                 1.0651,               0.007492,               0.007492,               0.007492
                     79,                0.91153,                0.54655,                0.97731,                0.80199,                0.82457,                0.91181,                0.71363,                0.91522,                0.76057,                  1.021,               0.007459,               0.007459,               0.007459
                     80,                0.87896,                0.52539,                0.97702,                0.82232,                0.81091,                0.89488,                0.63673,                   1.12,                0.82666,                  1.114,               0.007426,               0.007426,               0.007426
                     81,                0.88501,                0.51377,                0.96528,                0.82449,                 0.8366,                 0.9366,                0.70742,                0.97813,                 1.5603,                 1.0672,               0.007393,               0.007393,               0.007393
                     82,                0.87562,                0.50305,                0.95511,                  0.909,                0.90031,                0.96073,                 0.6743,                 1.1203,                0.85432,                 1.1265,                0.00736,                0.00736,                0.00736
                     83,                0.83332,                0.48616,                 0.9538,                0.95227,                0.96461,                0.98099,                0.72519,                 1.0067,                 0.6507,                 1.0809,               0.007327,               0.007327,               0.007327
                     84,                0.86898,                0.50936,                0.96405,                0.94139,                0.99746,                0.98516,                0.72827,                0.96976,                0.49555,                 1.0636,               0.007294,               0.007294,               0.007294
                     85,                 0.8471,                0.49959,                0.97241,                0.96898,                0.99714,                0.98562,                0.77248,                0.84579,                0.44307,                 1.0156,               0.007261,               0.007261,               0.007261
                     86,                0.82328,                0.47866,                0.95291,                0.96562,                0.99405,                0.98347,                0.80509,                0.77365,                0.43234,                0.96368,               0.007228,               0.007228,               0.007228
                     87,                0.88049,                0.50522,                0.96219,                0.96302,                0.99155,                0.97882,                0.73115,                0.94083,                0.47188,                 1.0701,               0.007195,               0.007195,               0.007195
                     88,                0.87021,                0.51774,                0.97322,                0.96949,                0.99405,                0.97915,                0.78991,                0.77355,                0.44419,                0.97095,               0.007162,               0.007162,               0.007162
                     89,                0.84967,                0.49643,                0.98097,                0.96922,                0.99242,                0.97828,                0.77068,                0.83132,                0.43843,                 1.0125,               0.007129,               0.007129,               0.007129
                     90,                0.83443,                0.50515,                0.96567,                0.96594,                0.99371,                 0.9767,                0.77866,                0.81117,                0.45313,                0.98824,               0.007096,               0.007096,               0.007096
                     91,                0.84056,                0.50651,                0.94611,                0.95762,                0.98692,                0.97835,                0.78096,                0.79869,                0.46092,                 0.9755,               0.007063,               0.007063,               0.007063
                     92,                 0.8886,                0.51442,                0.97844,                0.96753,                0.96915,                 0.9767,                0.77974,                0.83552,                0.49538,                0.97142,                0.00703,                0.00703,                0.00703
                     93,                0.85194,                0.50578,                0.97256,                 0.9666,                0.97728,                0.97327,                0.76772,                0.82994,                0.46092,                0.97799,               0.006997,               0.006997,               0.006997
                     94,                0.81922,                0.49105,                0.95953,                0.96936,                0.98512,                0.97411,                0.76849,                0.83166,                0.42898,                0.97395,               0.006964,               0.006964,               0.006964
                     95,                0.83208,                0.47917,                 0.9462,                0.96304,                0.98956,                0.97621,                0.77705,                0.83536,                0.44055,                0.97702,               0.006931,               0.006931,               0.006931
                     96,                0.82113,                0.48478,                0.94076,                0.96394,                0.99405,                0.97955,                0.77163,                0.83854,                0.44081,                0.99479,               0.006898,               0.006898,               0.006898
                     97,                0.83703,                0.49338,                0.95943,                0.95307,                0.97722,                0.97681,                0.79555,                0.77755,                0.43741,                0.97035,               0.006865,               0.006865,               0.006865
                     98,                0.84371,                0.50322,                 0.9746,                0.94886,                0.93192,                0.95569,                0.77102,                0.81816,                0.48107,                 0.9725,               0.006832,               0.006832,               0.006832
                     99,                 0.8888,                0.51449,                0.95358,                0.95208,                0.98772,                0.97441,                0.76024,                0.89963,                0.46849,                 1.0347,               0.006799,               0.006799,               0.006799
                    100,                0.89901,                0.52534,                0.99136,                 0.9536,                0.98767,                0.97723,                0.77742,                 0.8368,                0.43292,                0.98443,               0.006766,               0.006766,               0.006766
                    101,                0.85626,                0.49665,                0.97559,                0.95594,                0.96414,                0.97631,                0.78294,                0.82812,                0.46969,                0.98252,               0.006733,               0.006733,               0.006733
                    102,                0.86671,                0.49553,                0.97795,                 0.8242,                0.95287,                 0.9036,                0.68616,                0.93832,                  1.652,                 1.0516,                 0.0067,                 0.0067,                 0.0067
                    103,                 0.8473,                0.49835,                0.96093,                0.91895,                0.96456,                0.97298,                0.65514,                 1.1998,                0.80216,                 1.1918,               0.006667,               0.006667,               0.006667
                    104,                 0.8685,                0.48752,                0.96673,                 0.9672,                0.98963,                 0.9759,                0.77849,                0.82104,                0.44965,                0.97766,               0.006634,               0.006634,               0.006634
                    105,                0.88511,                0.51969,                0.97853,                0.94371,                0.99221,                0.97447,                0.76141,                0.88665,                0.46957,                0.99982,               0.006601,               0.006601,               0.006601
                    106,                0.86439,                0.50202,                0.96775,                0.96405,                0.99405,                0.98038,                0.77022,                0.84532,                0.42059,                 1.0068,               0.006568,               0.006568,               0.006568
                    107,                0.85308,                0.47836,                0.97796,                0.97116,                0.98987,                0.97698,                0.78543,                0.79661,                0.40534,                0.98273,               0.006535,               0.006535,               0.006535
                    108,                0.86137,                0.50124,                 0.9678,                 0.9677,                0.98976,                0.98055,                0.75837,                0.94701,                0.45387,                 1.0574,               0.006502,               0.006502,               0.006502
                    109,                0.82634,                0.49039,                0.94902,                0.95777,                0.98889,                0.97753,                0.75839,                0.92419,                0.46396,                 1.0449,               0.006469,               0.006469,               0.006469
                    110,                0.86185,                0.49405,                0.95861,                0.96937,                0.99057,                0.97927,                 0.7358,                0.95957,                0.43878,                 1.0536,               0.006436,               0.006436,               0.006436
                    111,                0.82686,                0.48726,                0.95745,                0.97268,                0.99405,                0.98065,                0.77173,                0.85756,                0.42138,                 1.0027,               0.006403,               0.006403,               0.006403
                    112,                 0.8298,                0.48719,                0.95792,                0.97208,                0.98984,                0.98149,                0.79809,                0.76987,                0.39773,                0.96314,                0.00637,                0.00637,                0.00637
                    113,                0.81003,                0.47355,                0.95263,                0.96983,                0.99506,                0.98462,                0.76607,                0.90159,                0.40555,                 1.0351,               0.006337,               0.006337,               0.006337
                    114,                0.84924,                0.47564,                0.96822,                0.96271,                0.99138,                0.98147,                0.79706,                0.78924,                0.39815,                0.97033,               0.006304,               0.006304,               0.006304
                    115,                0.85605,                0.46902,                0.96359,                0.92364,                0.97236,                 0.9675,                0.66662,                 1.1283,                0.51864,                 1.1608,               0.006271,               0.006271,               0.006271
                    116,                0.83481,                0.46306,                0.94447,                0.95823,                0.98491,                0.96811,                0.76459,                0.84222,                0.44796,                0.99756,               0.006238,               0.006238,               0.006238
                    117,                0.85161,                0.49271,                0.97017,                0.94288,                0.99212,                0.97382,                0.77634,                0.81863,                0.44472,                 0.9886,               0.006205,               0.006205,               0.006205
                    118,                0.83612,                0.47455,                0.94481,                0.95098,                0.99405,                0.97679,                0.77777,                0.81317,                0.43517,                0.98856,               0.006172,               0.006172,               0.006172
                    119,                 0.8316,                 0.4791,                0.96481,                0.96692,                0.99405,                0.97658,                0.79589,                0.77755,                0.39779,                 0.9769,               0.006139,               0.006139,               0.006139
                    120,                0.83268,                0.47384,                0.96806,                 0.9701,                0.98981,                0.97993,                0.79619,                0.78779,                0.39976,                0.97883,               0.006106,               0.006106,               0.006106
                    121,                0.84272,                0.47036,                0.96615,                0.97166,                0.98975,                 0.9821,                0.80928,                0.75895,                0.39112,                0.96801,               0.006073,               0.006073,               0.006073
                    122,                0.81002,                0.47469,                0.94516,                0.97165,                0.99186,                0.98184,                0.80408,                0.75061,                0.39556,                0.96616,                0.00604,                0.00604,                0.00604
                    123,                0.84596,                0.46928,                0.96241,                0.97093,                0.98999,                0.97917,                0.80255,                0.79751,                0.39899,                0.96746,               0.006007,               0.006007,               0.006007
                    124,                0.83629,                0.47855,                0.95807,                0.96248,                0.98734,                 0.9775,                0.80465,                0.75191,                0.39745,                 0.9604,               0.005974,               0.005974,               0.005974
                    125,                0.79318,                 0.4534,                0.95451,                0.96331,                0.98648,                0.97715,                0.79176,                0.79886,                 0.4201,                 0.9924,               0.005941,               0.005941,               0.005941
                    126,                0.79047,                0.45259,                0.94654,                0.94926,                0.97555,                0.98054,                0.78406,                0.82182,                0.42691,                0.99481,               0.005908,               0.005908,               0.005908
                    127,                0.82231,                0.46721,                0.95132,                0.96387,                0.99405,                0.97828,                0.76929,                0.87836,                0.42771,                 1.0223,               0.005875,               0.005875,               0.005875
                    128,                0.80099,                0.47843,                0.95235,                0.97176,                0.99229,                0.98175,                 0.7912,                0.84457,                0.40396,                0.99757,               0.005842,               0.005842,               0.005842
                    129,                0.81223,                0.47361,                0.94641,                0.96229,                0.99405,                0.98135,                0.79283,                0.83934,                0.42633,                 1.0009,               0.005809,               0.005809,               0.005809
                    130,                0.79613,                0.46149,                0.93866,                0.96945,                0.99373,                0.98029,                0.78326,                0.86772,                0.40747,                0.99701,               0.005776,               0.005776,               0.005776
                    131,                0.77733,                0.43876,                0.92192,                0.97147,                0.98949,                0.98179,                0.80783,                0.77048,                0.40306,                0.96381,               0.005743,               0.005743,               0.005743
                    132,                0.83395,                0.46401,                0.96577,                 0.9664,                0.99012,                 0.9842,                0.79609,                0.80136,                 0.4056,                0.98156,                0.00571,                0.00571,                0.00571
                    133,                 0.7925,                0.46799,                0.93848,                0.96958,                0.99405,                0.98252,                0.79541,                0.79833,                0.40053,                0.97745,               0.005677,               0.005677,               0.005677
                    134,                0.80896,                  0.456,                0.94141,                0.97087,                0.98892,                0.98365,                0.75897,                0.93898,                0.41552,                 1.0569,               0.005644,               0.005644,               0.005644
                    135,                  0.816,                0.45595,                 0.9652,                0.97019,                0.99135,                0.98562,                0.79635,                0.79832,                0.38522,                0.97314,               0.005611,               0.005611,               0.005611
                    136,                0.80909,                0.45724,                0.93927,                0.96515,                  0.992,                0.97955,                0.75515,                0.91883,                0.42067,                 1.0422,               0.005578,               0.005578,               0.005578
                    137,                0.82811,                0.45263,                0.96668,                0.97093,                0.98828,                0.97798,                0.79623,                 0.7905,                0.38612,                0.97899,               0.005545,               0.005545,               0.005545
                    138,                0.84985,                0.45997,                0.97956,                0.94324,                0.98007,                0.97631,                0.79383,                0.79469,                0.40902,                0.98728,               0.005512,               0.005512,               0.005512
                    139,                0.79386,                0.44272,                 0.9313,                0.95597,                0.98499,                0.98527,                0.80452,                0.75793,                0.39357,                0.96436,               0.005479,               0.005479,               0.005479
                    140,                0.78484,                0.45055,                0.95196,                0.96349,                0.99405,                0.98052,                0.81453,                0.74424,                0.37272,                0.95277,               0.005446,               0.005446,               0.005446
                    141,                0.81221,                0.45243,                0.96795,                0.96727,                0.99405,                0.98004,                0.79371,                0.79368,                0.39983,                0.97927,               0.005413,               0.005413,               0.005413
                    142,                0.81406,                0.47096,                0.94879,                0.96836,                0.99405,                0.97755,                0.77667,                 0.8143,                 0.4218,                 1.0035,                0.00538,                0.00538,                0.00538
                    143,                0.81044,                0.46051,                0.93555,                0.97089,                0.99546,                0.98046,                0.78433,                0.81763,                0.40707,                 0.9994,               0.005347,               0.005347,               0.005347
                    144,                0.80126,                0.45038,                0.93371,                0.97265,                0.99203,                0.97794,                 0.7896,                0.77473,                0.37969,                 0.9729,               0.005314,               0.005314,               0.005314
                    145,                0.79681,                0.45573,                0.94263,                0.96901,                0.99256,                0.98086,                0.78195,                0.84712,                0.39289,                  1.018,               0.005281,               0.005281,               0.005281
                    146,                0.80731,                0.45152,                0.96822,                0.97247,                0.99405,                0.98165,                0.80845,                0.75187,                0.37905,                0.96536,               0.005248,               0.005248,               0.005248
                    147,                0.80093,                0.43933,                0.95522,                0.96559,                0.99405,                0.97618,                0.79821,                 0.7964,                0.38481,                0.99487,               0.005215,               0.005215,               0.005215
                    148,                0.79309,                0.45507,                0.94083,                0.96651,                0.99119,                0.97416,                0.79709,                0.77041,                0.38604,                0.98053,               0.005182,               0.005182,               0.005182
                    149,                0.78147,                0.44327,                 0.9549,                 0.9692,                0.98807,                 0.9762,                0.78781,                0.79794,                0.39835,                0.99282,               0.005149,               0.005149,               0.005149
                    150,                0.77313,                 0.4469,                0.93756,                0.97186,                0.99262,                0.97602,                0.78822,                0.78578,                0.38771,                0.97871,               0.005116,               0.005116,               0.005116
                    151,                0.76817,                0.44447,                0.93588,                0.96322,                0.99405,                0.97608,                0.80241,                0.73758,                0.38267,                0.95409,               0.005083,               0.005083,               0.005083
                    152,                0.77007,                0.42579,                0.93417,                0.97299,                0.99405,                0.97763,                0.81024,                0.73798,                0.38068,                0.95561,                0.00505,                0.00505,                0.00505
                    153,                0.79743,                0.45281,                0.95598,                0.97339,                0.99405,                0.97817,                0.81741,                0.73371,                0.38073,                0.95693,               0.005017,               0.005017,               0.005017
                    154,                0.80462,                 0.4501,                0.96234,                0.96436,                0.99405,                0.98286,                0.80241,                0.77007,                0.38163,                0.97291,               0.004984,               0.004984,               0.004984
                    155,                 0.8135,                0.45653,                0.96261,                0.95333,                0.99268,                0.98168,                0.74002,                0.96115,                0.63548,                 1.0698,               0.004951,               0.004951,               0.004951
                    156,                0.81147,                0.44999,                 0.9652,                0.97028,                0.99405,                0.98029,                0.79502,                0.79573,                 0.3969,                0.97639,               0.004918,               0.004918,               0.004918
                    157,                0.81945,                0.46435,                0.96115,                0.95022,                0.99103,                0.97704,                0.79036,                0.78824,                0.38973,                0.96948,               0.004885,               0.004885,               0.004885
                    158,                0.80697,                0.43906,                0.95978,                0.96935,                0.99158,                0.97549,                0.78602,                0.80798,                0.38986,                0.97957,               0.004852,               0.004852,               0.004852
                    159,                0.80586,                0.43445,                0.96749,                0.94821,                0.99233,                0.97533,                0.76211,                0.87938,                0.40201,                 1.0182,               0.004819,               0.004819,               0.004819
                    160,                0.79912,                0.43551,                0.96079,                0.96667,                0.99402,                0.97584,                0.80251,                0.77425,                0.37753,                0.96459,               0.004786,               0.004786,               0.004786
                    161,                0.77684,                 0.4212,                0.93448,                0.97013,                0.99072,                0.98016,                0.78363,                0.82096,                0.38923,                 1.0025,               0.004753,               0.004753,               0.004753
                    162,                  0.806,                0.43306,                0.95844,                 0.9482,                0.99178,                0.98178,                0.80949,                 0.7586,                0.37817,                0.95576,                0.00472,                0.00472,                0.00472
                    163,                0.81685,                 0.4368,                0.95018,                0.96931,                0.98858,                0.98057,                0.80012,                  0.782,                0.36924,                0.98265,               0.004687,               0.004687,               0.004687
